REGIONAL,CADENA,FORMATO,CÓDIGO CLIENTE,PUNTO DE VENTA,FECHA,MARCA,SEGMENTO,PRODUCTO,VALOR,UNIDADES,MOTIVOS DE DEVOLUCIÓN
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,38100,8.0496,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,29220,6.192,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300 SIXPACK,38100,8.0496,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,POSTRES LISTOS,KD GELATINA 90GX4 NARANJA,4900,0.36,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,SNACKS,PAPAS POLLO 110G,13380,0.22,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,2070,0.15,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,11980,0.9,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,3210,0.17,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,17850,0.7,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,30150,1.2000000000000002,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,3210,0.17,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,35310,1.87,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,ACTIGEST CUCH 100GX12 FRE-PIT REG,109970,8.4,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,BEB YOG SIN SELLO BOTE 1000 MELO,12870,1,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,ALQUERIA,YOGURES,BEB YOG SIN SELLO VASO 150G MELO,5040,0.3,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 083,ÉXITO ENVIGADO - 35,2026-09-17 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,48240,4.56,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-04 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,168630,3.234,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-04 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GX3UN,46320,0.882,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,76650,1.14,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-04 00:00:00,DEL VECCHIO,QUESOS,QDV TRENZA X 300 G,64710,0.8999999999999999,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X38 G PAGUE 6 LLEVE 7,57160,1.064,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 400 GR,251910,3.6,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-05 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,35940,2.7,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-05 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MORA,8280,0.6,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-05 00:00:00,FORTIKIDS,YOGURES,KD BOL 150GX6 FR-MEL,31700,4.5,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-05 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,72360,6.84,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-05 00:00:00,FORTIKIDS,YOGURES,ALIMEN LACT FKDS VASO MORAX150G,6080,0.6,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-13 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,10050,0.4,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-13 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MORA,6210,0.45,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-13 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,16050,0.8500000000000001,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-13 00:00:00,FORTIKIDS,YOGURES,KD BOL 150GX6 FR-MEL,12680,1.8,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-13 00:00:00,FORTIKIDS,YOGURES,ALIMEN LACT FKDS VASO MORAX150G,1520,0.15,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO BOTE 1000 MELO,25740,2,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO BOTE 1000 MORA,77220,6,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO BOTE 1000 FRESA,64350,5,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-14 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA BOLSA 180G X 6,46500,5.724,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-14 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE 850G,58800,2.5449,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-15 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GX3UN,7720,0.147,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,475230,7.0680000000000005,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV TRENZA X 300 G,21570,0.3,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 400 GR,27990,0.4,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-26 00:00:00,VITAD,SNACKS,PLATANITOS VERDES 100G,50760,0.9,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,3210,0.17,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-28 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR,2610,0.049,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,76650,1.14,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-04 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA BOLSA 180G X 6,74400,9.1584,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-04 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE 180G TETRA,20520,0.7186,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-04 00:00:00,ALQUERIA,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-04 00:00:00,ALQUERIA,QUESOS,QDV TRENZA X 300 G,43140,0.6,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-04 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G,2550,0.1,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV TRENZA X 300 G,43140,0.6,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X38 G PAGUE 6 LLEVE 7,300090,5.586,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-04 00:00:00,VITAD,SNACKS,PLATANITOS VERDES 100G,78960,1.4,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-05 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,60300,2.4,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,SNACKS,MINI  BROWNIE 120G,8870,0.12,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,2070,0.15,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,17970,1.35,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,3210,0.17,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,2550,0.1,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,30150,1.2000000000000002,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,3210,0.17,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,@ACTIGEST POTEX8,30810,2.265,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,ACTIGEST CUCH 100GX12 FRE-PIT REG,15710,1.2,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,ACTIGEST POTEX8,30810,2.265,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALIMENTO LACTEO KD TRULULU X4,10050,0.416,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,ALQUERIA,YOGURES,BEB YOG SIN SELLO VASO 150G FRESA,5040,0.3,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,FORTIKIDS,BLN,FORTIKIDS LECHE SAB CHOCO 180MLX6,34500,3.3922999999999996,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90G CEREZA,2480,0.18,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,FORTIKIDS,YOGURES,KD BOL 150GX6 FR-MEL,12680,1.8,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 085,ÉXITO POBLADO - 33,2026-09-17 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,36180,3.42,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-03 00:00:00,ALQUERIA,LECHES,DESCREMADA 1100 SIXPACK,67320,13.6356,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-04 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GX3UN,7720,0.147,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X38 G PAGUE 6 LLEVE 7,14290,0.266,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-05 00:00:00,ACTIGEST,YOGURES,ACTIGEST BOT 1750G PITAYA,16260,1.75,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-05 00:00:00,ACTIGEST,YOGURES,ACTIGEST CUCH 100GX12 FRE-PIT REG,94260,7.199999999999999,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-05 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO VASO PACK 150G 3UN,39480,2.7,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO BOTE 1000 FRESA,38610,3,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-14 00:00:00,FORTIKIDS,BLN,FORTIKIDS LECHE SAB CHOCO 180MLX6,92000,9.0461,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-14 00:00:00,VITAD,SNACK,MINI BROWNIE 120G,8870,0.12,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-14 00:00:00,VITAD,SNACKS,PLATANITOS MADUROS 100G,5640,0.1,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV TRENZA X 300 G,86280,1.2,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-26 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,AREQUIPE TRADICIONAL VASO 500GR,10410,0.5,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-26 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,DISPLAY AREQUIPE 50 G X 8 UNDS,86380,2.8,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,ACTIGEST,YOGURES,ACTIGEST CUCH 100GX12 FRE-PIT REG,47130,3.6,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,ACTIGEST,YOGURES,ACTIGEST POTEX8,10270,0.755,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,35940,2.7,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,9630,0.51,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,5100,0.2,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,19260,1.02,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90G NARANJA,1240,0.09,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90GX4 CEREZA,4900,0.36,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90GX4 SANDIA FRESA,4900,0.36,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,12060,1.14,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-27 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO BOTE 1000 FRESA,25740,2,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-28 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GX3UN,61760,1.176,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV BLOQUE PERA X 400 G,25410,0.4,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X38 G PAGUE 6 LLEVE 7,14290,0.266,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X38 G PAGUE 6 LLEVE 7,300090,5.586,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-05 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,53910,4.05,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-05 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,24120,2.28,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-15 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G X 3 UN,23160,0.441,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV BLOQUE PERA X 400 G,50820,0.8,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV PERA X 400 GR,83970,1.2000000000000002,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV TRENZA X 300 G,194130,2.7,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV TRENZA X 300 G,194130,2.7,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 400 GR,83970,1.2000000000000002,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV MOZZARELLA BLOQUE X 250GR,12770,0.25,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,BLN,CHOCOLECHE TETRA 180 ML X6 UN,82260,6.7846,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,DISPLAY AREQUIPE 50 G X 8 UNDS,74040,2.4,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,POSTRES LISTOS,KD GELATINA 90GX4 NARANJA,9800,0.72,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,POSTRES LISTOS,KD GELATINA 90GX4 SANDIA FRESA,4900,0.36,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,29950,2.25,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,15300,0.6000000000000001,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,41730,2.21,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,12840,0.68,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,ACTIGEST 100GX6 KD 95GX6 PACK FAM,14060,1.17,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,ACTIGEST CUCH 100GX12 FRE-PIT REG,15710,1.2,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALIMENTO LACTEO KD TRULULU X4,10050,0.416,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,BEB YOG SIN SELLO BOTE 1000 MELO,25740,2,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,BEB YOG SIN SELLO BOTE 1000 MORA,25740,2,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,ALQUERIA,YOGURES,BEB YOG SIN SELLO VASO 150G MELO,2520,0.15,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,FORTIKIDS,BLN,FORTIKIDS LECHE SAB CHOCO 180MLX6,11500,1.1308,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,72360,6.84,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 086,ÉXITO SAN ANTONIO - 39,2026-09-17 00:00:00,VITAD,SNACKS,BROWNIE SINAZ 46G (4 UD),205020,3.3120000000000003,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 087,ÉXITO LAURELES - 37,2026-08-03 00:00:00,ALQUERIA,LECHES,4PACK SUPER CREMOSA 1L TPS,25920,4.1224,VENCIDO
ANTIOQUIA,ÉXITO,EXITO,110300 - 087,ÉXITO LAURELES - 37,2026-08-03 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 180ML TETRA PRISMA,2050,0.1858,VENCIDO
