REGIONAL,CADENA,FORMATO,CÓDIGO CLIENTE,PUNTO DE VENTA,FECHA,MARCA,SEGMENTO,PRODUCTO,VALOR,UNIDADES,MOTIVOS DE DEVOLUCIÓN
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-05 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,2070,0.15,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-05 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO BOTE 1000 FRESA,12870,1,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,8280,0.6,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,3210,0.17,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90GX4 CEREZA,4900,0.36,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90G SANDIA FRESA,2480,0.18,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90GX4 SANDIA FRESA,9800,0.72,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,12060,1.14,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO VASO 150G MELO,5040,0.3,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO VASO 150G MORA,5040,0.3,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO VASO 150G FRESA,2520,0.15,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO BOTE 1000 FRESA,25740,2,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-27 00:00:00,ACTIGEST,YOGURES,ACTIGEST VAS 140G PIT CCB TT,4140,0.28,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-27 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,35940,2.7,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,3210,0.17,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,16050,0.85,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-27 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90GX4 CEREZA,19600,1.44,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-27 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90GX4 SANDIA FRESA,4900,0.36,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-27 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO VASO 150G MELO,10080,0.6,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-08-27 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO BOTE 1000 MELO,25740,2,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-05 00:00:00,ALQUERIA,POSTRES LISTOS,KD GELATINA 90G NARANJA,1240,0.09,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-05 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,29950,2.25,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-05 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,12840,0.68,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-05 00:00:00,FORTIKIDS,YOGURES,KD BOL 150GX6 FR-MEL,19020,2.7,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-17 00:00:00,ACTIGEST,YOGURES,ACTIGEST VAS 140G PIT CCB TT,2070,0.14,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,6210,0.45,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALIMENTO LACTEO KD TRULULU,2550,0.104,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,2550,0.1,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,30150,1.2,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-17 00:00:00,ALQUERIA,YOGURES,ALIMENTO LACTEO KD TRULULU X4,10050,0.416,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-17 00:00:00,ALQUERIA,YOGURES,BEB YOG SIN SELLO BOTE 1000 FRESA,25740,2,VENCIDO
ANTIOQUIA,,,110300 - 098,EXITO APARTADO - 45,2026-09-17 00:00:00,ALQUERIA,YOGURES,BEB YOG SIN SELLO VASO 150G FRESA,5040,0.3,VENCIDO
ANTIOQUIA,,,110300 - 103,EXT SURTIMAX PLACITA DE FLORE-754,2026-09-15 00:00:00,ALQUERIA,YOGURES,ACTIGEST 100GX6 KD 95GX6 PACK FAM,28120,2.34,VENCIDO
ANTIOQUIA,,,110300 - 158,EXITO CAUCASIA - 265,2026-08-03 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 400 GR,195930,2.8,VENCIDO
ANTIOQUIA,,,110300 - 158,EXITO CAUCASIA - 265,2026-08-03 00:00:00,DEL VECCHIO,QUESOS,QDV MOZZARELLA BLOQUE X 250GR,63850,1.25,VENCIDO
ANTIOQUIA,,,110300 - 158,EXITO CAUCASIA - 265,2026-08-28 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,30660,0.588,VENCIDO
ANTIOQUIA,,,110300 - 158,EXITO CAUCASIA - 265,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV 1923 X 250GR �?XITO,75120,1,VENCIDO
ANTIOQUIA,,,110300 - 158,EXITO CAUCASIA - 265,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV BLOQUE PERA X 400 G,127050,2,VENCIDO
ANTIOQUIA,,,110300 - 158,EXITO CAUCASIA - 265,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV PERA X 400 GR,83970,1.2,VENCIDO
ANTIOQUIA,,,110300 - 158,EXITO CAUCASIA - 265,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 400 GR,83970,1.2,VENCIDO
ANTIOQUIA,,,110300 - 158,EXITO CAUCASIA - 265,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV MOZZARELLA BLOQUE X 250GR,12770,0.25,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-13 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,10050,0.4,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-13 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,3210,0.17,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-13 00:00:00,FORTIKIDS,YOGURES,ALIMEN LACT FKDS VASO FRESAX150G,1520,0.15,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-13 00:00:00,FORTIKIDS,YOGURES,ALIMEN LACT FKDS VASO MELOX150G,1520,0.15,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-14 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA BOLSA 180G X 6,37200,4.5792,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-14 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA BOLSA 180G X 6,9300,1.1448,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-14 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA VASO 220G,2480,0.2332,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-14 00:00:00,ALQUERIA,LECHES,DESCREMADA 1100 SIXPACK,134640,27.2712,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-14 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,190500,40.248,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-14 00:00:00,ALQUERIA,LECHES,ENTERA SUPER CREMOSA BOLSA 1LX6,33660,6.1836,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-15 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,91980,1.764,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-26 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE 180G TETRA,35910,1.2575,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-26 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 180ML SLIM X 3,6150,0.5573,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-26 00:00:00,ALQUERIA,LECHES,DESCREMADA 1100 SIXPACK,33660,,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-26 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.1,67320,13.6224,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-26 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,76200,16.0992,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-26 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,58440,12.384,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-26 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100 SIXPACK,100980,,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-26 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300 SIXPACK,38100,,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-26 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1L BOLSA SIXPACK,116880,,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-27 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,12060,1.14,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-08-28 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,61320,1.176,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-09-04 00:00:00,ALQUERIA,LECHES,DESCREMADA 1100,11220,2.2726,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-09-05 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,19260,1.02,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-09-05 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,60300,5.7,VENCIDO
ANTIOQUIA,,,110300 - 182,EXITO SURTIMAX LA CEJA - 333,2026-09-17 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,AREQUIPE TRADICIONAL VASO X 220G,45450,1.98,VENCIDO
ANTIOQUIA,,,110300 - 183,EXITO CARULLA S.A. GUADALCANAL,2026-09-04 00:00:00,ALQUERIA,QUESOS,QDV TRENZA X 300 G,21570,0.3,VENCIDO
ANTIOQUIA,,,110300 - 183,EXITO CARULLA S.A. GUADALCANAL,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV TRENZA X 300 G,21570,0.3,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-03 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL TETRA 1L,11800,2.064,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-03 00:00:00,ALQUERIA,LECHES,DESLACTO 1000 TS X 4 UDS,23600,4.128,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-13 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,10050,0.4,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-13 00:00:00,ALQUERIA,YOGURES,ALQUERIA MILO 170GR,9630,0.51,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-13 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,24120,2.28,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-14 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,38100,8.0496,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-14 00:00:00,ALQUERIA,LECHES,DESCREMADA DESLACTOSADA 1100 SIXPACK,33660,6.8112,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-15 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,76650,1.47,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,30660,0.456,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-08-25 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL TETRA 1L TS X 4UND,47200,8.256,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-09-04 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CAJA OBLEASX16UN + AREQUIPE 240G,140850,3.024,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-09-05 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,2550,0.1,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-09-05 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,12060,1.14,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-09-17 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE 850G,39200,1.6966,VENCIDO
ANTIOQUIA,,,110300 - 391,EXITO SURTIMAX BUENOS AIRES-523,2026-09-17 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CAJA OBLEASX16UN + AREQUIPE 240G,62600,1.344,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-08-03 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,76650,1.47,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-08-13 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,5990,0.45,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO VASO 150G MORA,5040,0.3,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-08-13 00:00:00,VITAD,YOGURES,BEB YOG SIN SELLO VASO 150G FRESA,5040,0.3,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-08-14 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1L BOLSA SIXPACK,29220,6.192,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,45990,0.684,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 400 GR,167940,2.4,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,3210,0.17,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-09-04 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G X 6 UN,61320,1.176,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-09-04 00:00:00,ALQUERIA,QUESOS,QDV BLOQUE PERA X 400 G,25410,0.4,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-09-04 00:00:00,ALQUERIA,QUESOS,QDV TRENZA X 300 G,129420,1.8,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV TRENZA X 300 G,129420,1.8,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-09-04 00:00:00,DEL VECCHIO,QUESOS,QDV MOZZARELLA BLOQUE X 250GR,12770,0.25,VENCIDO
ANTIOQUIA,,,110300 - 435,EXITO SAN JERONIMO - 74,2026-09-17 00:00:00,ALQUERIA,YOGURES,YOGURT ALQUERIA PACKX3 SURTIDO,5990,0.45,VENCIDO
ANTIOQUIA,,,110300 - 491,EXITO SURTIMAX AMAGA - 759,2026-08-13 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,10050,0.4,VENCIDO
ANTIOQUIA,,,110300 - 491,EXITO SURTIMAX AMAGA - 759,2026-09-04 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G X 6 UN,91980,1.764,VENCIDO
ANTIOQUIA,,,110300 - 491,EXITO SURTIMAX AMAGA - 759,2026-09-15 00:00:00,ALQUERIA,QUESOS,QDV PERA X 38 GR X 6 UN,30660,0.456,VENCIDO
ANTIOQUIA,,,110300 - 491,EXITO SURTIMAX AMAGA - 759,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,30660,0.456,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-08-03 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.1,33660,6.8112,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-08-03 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,58440,12.384,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-08-03 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100 SIXPACK,33660,6.8112,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-08-03 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300 SIXPACK,76200,16.0992,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-08-03 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1L BOLSA SIXPACK,29220,6.192,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-08-14 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.1,33660,6.8112,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-08-14 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,29220,6.192,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-08-26 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 180ML SLIM X 3,6150,0.5573,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-08-28 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,10050,0.4,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-09-04 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,SUERO COSTENO 200GR,3660,0.206,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-09-04 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,38100,8.0496,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-09-04 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L SIXPACK,87660,18.576,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-09-04 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1L BOLSA SIXPACK,29220,6.192,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-09-04 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL 1100ML,5610,1.1352,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-09-17 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CDL SEMIENTERA 180G,4800,0.1796,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-09-17 00:00:00,ALQUERIA,LECHES,DESLACTO 1000 TS X 4 UDS,70800,12.384,VENCIDO
ANTIOQUIA,,,110300 - 509,EXITO EXPRESS VARIANTE CALDAS-183,2026-09-17 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1000 TS NACIONAL,5900,1.032,VENCIDO
ANTIOQUIA,,,110300 - 538,EXITO TURBO - 177,2026-08-04 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X38 G PAGUE 6 LLEVE 7,28580,0.532,VENCIDO
ANTIOQUIA,,,110300 - 538,EXITO TURBO - 177,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV BLOQUE PERA X 400 G,127050,2,VENCIDO
ANTIOQUIA,,,110300 - 538,EXITO TURBO - 177,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,30660,0.456,VENCIDO
ANTIOQUIA,,,110300 - 538,EXITO TURBO - 177,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV TRENZA X 300 G,86280,1.2,VENCIDO
ANTIOQUIA,,,110300 - 538,EXITO TURBO - 177,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 400 GR,167940,2.4,VENCIDO
ANTIOQUIA,,,110300 - 538,EXITO TURBO - 177,2026-09-04 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G X 6 UN,45990,0.882,VENCIDO
ANTIOQUIA,,,110300 - 538,EXITO TURBO - 177,2026-09-15 00:00:00,DEL VECCHIO,QUESOS,QDV MOZZARELLA BLOQUE X 250GR,51080,1,VENCIDO
ANTIOQUIA,,,110300 - 553,EXITO SURTIMAX ZAMORA - 765,2026-08-03 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA BOLSA 180G X 6,9300,1.1448,VENCIDO
ANTIOQUIA,,,110300 - 578,EXITO SURTIMAX SANTAFE DE ANT - 453,2026-08-03 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,61320,1.176,VENCIDO
ANTIOQUIA,,,110300 - 578,EXITO SURTIMAX SANTAFE DE ANT - 453,2026-08-04 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,2550,0.1,VENCIDO
ANTIOQUIA,,,110300 - 578,EXITO SURTIMAX SANTAFE DE ANT - 453,2026-08-13 00:00:00,ACTIGEST,YOGURES,ACTIGEST VAS 140G PIT CCB TT,2070,0.14,VENCIDO
ANTIOQUIA,,,110300 - 578,EXITO SURTIMAX SANTAFE DE ANT - 453,2026-08-15 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,15330,0.228,VENCIDO
ANTIOQUIA,,,110300 - 578,EXITO SURTIMAX SANTAFE DE ANT - 453,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,2550,0.1,VENCIDO
ANTIOQUIA,,,110300 - 578,EXITO SURTIMAX SANTAFE DE ANT - 453,2026-08-28 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,61320,0.912,VENCIDO
ANTIOQUIA,,,110300 - 578,EXITO SURTIMAX SANTAFE DE ANT - 453,2026-09-15 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49G X 6 UN,61320,1.176,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-08-26 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE 850G,19600,0.8483,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-08-26 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 180ML SLIM X 3,6150,0.5573,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-08-26 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,114300,24.1488,VENCIDO
ANTIOQUIA,,,110300 - 628,EXITO SURTIMAX RIONEGRO 165,2026-08-26 00:00:00,ALQUERIA,LECHES,DESLACTO 1000 TS X 4 UDS,47200,,VENCIDO
